The dorsal-open group gene raw is required for restricted DJNK signaling during closure,10518507,,"During dorsal closure in Drosophila melanogaster, cells of the lateral epidermis migrate over the amnioserosa to encase the embryo. At least three classes of dorsal-open group gene products are necessary for this morphogenetic movement. Class I genes code for structural proteins that effect changes in epidermal cell shape and motility. Class II and III genes code for regulatory components of closure: Class II genes encode Drosophila Jun amino (N)-terminal kinase (DJNK) signaling molecules and Class III genes encode Decapentaplegic-mediated signaling molecules. All characterized dorsal-open group gene products function in the epidermis. Here we report a molecular and genetic characterization of raw, a newly defined member of the Class II dorsal-open group genes. We show that the novel protein encoded by raw is required for restriction of DJNK signaling to leading edge epidermal cells as well as for proper development of the amnioserosa. Taken together, our results demonstrate a role for Raw in restriction of epidermal signaling during closure and suggest that this effect may be mediated via the amnioserosa.",1999,"C L Byars, K L Bates, A Letsou, C L Byars, K L Bates, A Letsou"
Female x male interactions in Drosophila sperm competition,9880253,10.1126/science.283.5399.217,"In several organisms, the success of a male's sperm in multiply inseminated females depends on the male's genotype. In Drosophila, the female also plays a role in determining which sperm are successful. Pairwise tests among six isogenic lines of Drosophila melanogaster were performed to determine whether there is a genotype-specific interaction in the success of sperm. The success of a particular male's sperm was found to depend on the genotype of the female with which he mates, providing evidence for an interaction with profound evolutionary consequences.",1999,"A G Clark, D J Begun, T Prout, A G Clark, D J Begun, T Prout"
Structural and genetic studies of the proliferation disrupter genes of Drosophila simulans and D. melanogaster,10897796,10.1023/a:1003953518269,"To examine whether structural and functional differences exist in the proliferation disrupter (prod) genes between Drosophila simulans and D. melanogaster, we analyzed and compared both genes. The exon-intron structure of the prod genes was found to be the same--three exons were interrupted by two introns, although a previous report suggested that only one intron existed in D. melanogaster. The prod genes of D. simulans and D. melanogaster both turn out to encode 346 amino acids, not 301 as previously reported for D. melanogaster. The numbers of nucleotide substitutions in the prod genes was 0.0747 +/- 0.0180 per synonymous site and 0.0116 +/- 0.0039 per replacement site, both comparable to those previously known for homologous genes between D. simulans and D. melanogaster. Genetic analysis demonstrated that D. simulans PROD can compensate for a deficiency of D. melanogaster PROD in hybrids. The PRODs of D. simulans and D. melanogaster presumably share the same function and a conserved working mechanism. The prod gene showed no significant interaction with the lethality of the male hybrid between these species.",1999,"M Itoh, S Yu, T K Watanabe, M T Yamamoto, M Itoh, S Yu, T K Watanabe, M T Yamamoto"
Deleterious effect of null phenoloxidase mutation on the survival rate in Drosophila melanogaster,10579382,10.1016/s0145-305x(99)00035-x,"The effect of null activity of phenoloxidase on the survival rate was investigated in mutants of Drosophila melanogaster. MoxGM95 and Dox-3KD95, structural genes for prophenoloxidase A1 and A3, were found in natural populations in the former Soviet Union, and affected the phenoloxidase activity in active A1 or A3, respectively. After linking the visible markers located on the second chromosome together with the variants, cross experiments were performed to make homozygote, rdo Dox-3KD95 pr C MoxGM95 wt. No double mutant had emerged. In the mutant, c MoxGM95 wt Pu2, the viability was greatly reduced. These results suggested that phenoloxidase and tyrosine-3-hydroxylase act as indispensable proteins to maintain life in Drosophila.",1999,"N Asada, N Kawamoto, H Sezaki, N Asada, N Kawamoto, H Sezaki"
Male seminal fluid proteins are essential for sperm storage in Drosophila melanogaster,10511561,,"The seminal fluid that is transferred along with sperm during mating acts in many ways to maximize a male's reproductive success. Here, we use transgenic Drosophila melanogaster males deficient in the seminal fluid proteins derived from the accessory gland (Acps) to investigate the role of these proteins in the fate of sperm transferred to females during mating. Competitive PCR assays were used to show that while Acps contribute to the efficiency of sperm transfer, they are not essential for the transfer of sperm to the female. In contrast, we found that Acps are essential for storage of sperm by females. Direct counts of stored sperm showed that 10% of normal levels are stored by females whose mates transfer little or no Acps along with sperm.",1999,"U Tram, M F Wolfner, U Tram, M F Wolfner"
Functional conservation of the wingless-engrailed interaction as shown by a widely applicable baculovirus misexpression system,10574758,10.1016/s0960-9822(00)80050-0,"Background:
      
    

    
      The expression patterns of the segment polarity genes wingless and engrailed are conserved during segmentation in a variety of arthropods, suggesting that the regulatory interactions between these two genes are also evolutionarily conserved. Hypotheses derived from such comparisons of gene expression patterns are difficult to test experimentally as genetic manipulation is currently possible for only a few model organisms.
    

    
  


        Results:
      
    

    
      We have developed a system, using recombinant baculoviruses, that can be applied to a wide variety of organisms to study the effects of ectopic expression of genes. As a first step, we studied the range and type of infection of several reporter viruses in the embryos of two arthropod and one vertebrate species. Using this system to express wingless, we were able to induce expression of engrailed in the anterior half of each parasegment in embryos of the fruit fly Drosophila melanogaster. Virus-mediated wingless expression also caused ectopic naked ventral cuticle formation in wild-type Drosophila larvae. In the flour beetle, Tribolium castaneum, ectopic wingless also induced engrailed expression. As in Drosophila, this expression was only detectable in the anterior half of the parasegment.
    

    
  


        Conclusions:
      
    

    
      The functional interaction between wingless and engrailed, and the establishment of cells competent to express engrailed, appears to be conserved between Drosophila and Tribolium. The data on the establishment of an engrailed-competent domain also support the idea that prepatterning by pair-rule genes is conserved between these two insects. The recombinant baculovirus technology reported here may help answer other long-standing comparative evolutionary questions.",1999,"D I Oppenheimer, A M MacNicol, N H Patel, D I Oppenheimer, A M MacNicol, N H Patel"
[A statistical study of the growth and morphogenesis of axillary apparatus and notum in the Pth mutants of Drosophila],10576056,,"The regularities of morphogenesis of the ventral wing-hinge structures in the Pth mutants of Drosophila melanogaster were studied using statistical methods. Our views on the vectorial growth of presumptive wing hinge as an entire unity were independently confirmed using statistical methods. The expected duplication forms, the possibility of their one-dimensional classification, the expected number of possible types, and other aspects of duplication were discussed in view of other possible suggestions on the growth of the ventral wing hinge. The growth of the anterior half of the pteropleurum was shown to have a rigid organization, because it can be described as a function of one variable. The growth was shown to be exponential. The empirical formula that fits experimental data with a significance of 99.99% was chosen. The relationship between the presumptive ventral wing hinge and the presumptive notum in respect of growth was shown to be statistical (the coefficient of correlation r = 0.37) rather than functional. Therefore, such a morphologically united formation as the wing imaginal disk does not have a unified growth pattern. The growth pattern is composed from the individual growth patterns of its constituents that have a certain degree of independence.",1999,"E M Khovanova, I N Latyshev, E G Ugvinenko, E M Khovanova, I N Latyshev, E G Ugvinenko"
"TONDU (TDU), a novel human protein related to the product of vestigial (vg) gene of Drosophila melanogaster interacts with vertebrate TEF factors and substitutes for Vg function in wing formation",10518497,,"The mammalian TEF and the Drosophila scalloped genes belong to a conserved family of transcriptional factors that possesses a TEA/ATTS DNA-binding domain. Transcriptional activation by these proteins likely requires interactions with specific coactivators. In Drosophila, Scalloped (Sd) interacts with Vestigial (Vg) to form a complex, which binds DNA through the Sd TEA/ATTS domain. The Sd-Vg heterodimer is a key regulator of wing development, which directly controls several target genes and is able to induce wing outgrowth when ectopically expressed. Here we show that Vg contains two distinct transcriptional activation domains, suggesting that the function of Vg is to mediate transcriptional activation by Sd. By expressing a chimeric GAL4-Sd protein in Drosophila, we found that the transcriptional activity of the Vg-Sd heterodimer is negatively regulated at the AP and DV boundary of the wing disc. We also identify a novel human protein, TONDU, which contains a short domain homologous to the domain of Vg required for interaction with Sd. We show that TONDU specifically interacts with a domain conserved in all the mammalian TEF factors. Expression of TDU in Drosophila by means of the UAS-GAL4 system shows that this human protein can substitute for Vg in wing formation. We propose that TDU is a specific coactivator for the mammalian TEFs.",1999,"P Vaudin, R Delanoue, I Davidson, J Silber, A Zider, P Vaudin, R Delanoue, I Davidson, J Silber, A Zider"
Caspases in developmental cell death,10794589,10.1080/713803494,"Caspases are a family of evolutionarily conserved cysteine proteases that constitute the effector arm of the apoptotic machinery. Studies in Caenorhabditis elegans, Drosophila melanogaster, and mouse point to evolutionarily conserved caspase function in developmentally programmed cell death in metazoans. Whereas in the nematode all developmental cell death is mediated by a single caspase, in Drosophila and the mouse some caspases appear to regulate cell death in a spatio-temporally restricted manner. This article reviews what we currently know about the roles of various caspases in the execution of developmentally programmed cell death and what may be expected from future research in this field.",1999,"L M Shearwin-Whyatt, S Kumar, L M Shearwin-Whyatt, S Kumar"
The Drosophila homologue of ribosomal protein L8,10333574,10.1016/s0965-1748(99)00009-0,"We have cloned the gene encoding the Drosophila melanogaster homologue of ribosomal protein L8. It contains two introns: one in the 5' untranslated region and the second in the beginning of the ORF, and encodes a 256-residue protein which is highly conserved when compared with RpL8 proteins of other organisms. The gene is present as a single copy in the Drosophila genome and maps at position 62E6-7 on polytene chromosomes. It is expressed ubiquitously at all stages of development. It is located close to the gene encoding RpL12 and both are candidate targets of the Minute mutation, M(3)LS2, mapped in the region 62E-63A.",1999,"M L Ruhf, M Meister, M L Ruhf, M Meister"
Phylogenetic analysis of vertebrate and invertebrate Delta/Serrate/LAG-2 (DSL) proteins,10191075,10.1006/mpev.1998.0588,"Delta/Serrate/LAG-2 (DSL) proteins are putative transmembrane signaling molecules that regulate cell differentiation in metazoans. DSL proteins are characterized by the presence of a motif unique to these proteins, the DSL motif, and a variable number of tandemly repeated copies of an epidermal growth factor-like (EGF) motif. We have completed a phylogenetic analysis of 15 DSL proteins from eight species. Our findings reveal that at least one gene duplication occurred prior to the divergence of the Drosophila melanogaster and vertebrate lineages, with subsequent duplications in vertebrates. The three known Caenorhabditis elegans proteins likely arose by two independent duplications in the nematode lineage. Analysis of EGF repeats suggests that EGF 2 has been conserved among DSL proteins in vertebrates and D. melanogaster. The sequences of two EGF repeats have been perfectly conserved in vertebrate orthologs: EGF 2 in Delta and EGF 15 in Jagged/Serrate. Finally, the linear order of EGF repeats has been conserved in the vertebrate Jagged/Serrate orthologs and vertebrate Delta orthologs.",1999,"J L Lissemore, W T Starmer, J L Lissemore, W T Starmer"
Circadian rhythms in olfactory responses of Drosophila melanogaster,10432117,10.1038/22566,"The core mechanism of circadian timekeeping in arthropods and vertebrates consists of feedback loops involving several clock genes, including period (per) and timeless (tim). In the fruitfly Drosophila, circadian oscillations in per expression occur in chemosensory cells of the antennae, even when the antennae are excised and maintained in isolated organ culture. Here we demonstrate a robust circadian rhythm in Drosophila in electrophysiological responses to two classes of olfactory stimuli. These rhythms are observed in wild-type flies during light-dark cycles and in constant darkness, but are abolished in per or tim null-mutant flies (per01 and tim01) which lack rhythms in adult emergence and locomotor behaviour. Olfactory rhythms are also abolished in the per 7.2:2 transgenic line in which per expression is restricted to the lateral neurons of the optic lobe. Because per 7.2:2 flies do not express per in peripheral oscillators, our results provide evidence that peripheral circadian oscillators are necessary for circadian rhythms in olfactory responses. As olfaction is essential for food acquisition, social interactions and predator avoidance in many animals, circadian regulation of olfactory systems could have profound effects on the behaviour of organisms that rely on this sensory modality.",1999,"B Krishnan, S E Dryer, P E Hardin, B Krishnan, S E Dryer, P E Hardin"
A third member of the photolyase/blue-light photoreceptor family in Drosophila: a putative circadian photoreceptor,10063805,,"Two photolyases, specific for cyclobutane pyrimidine dimers and (6-4) photoproducts, have been reported in Drosophila. These enzymes share extensive sequence homologies with the plant blue-light photoreceptor. We have now identified a third gene in Drosophila melanogaster with extensive sequence homology to the photolyase gene. The newly identified gene, which we named dCRY, was expressed as a recombinant protein and tested for photolyase activity. The recombinant protein exhibited photochemical properties similar to those of Drosophila pyrimidine dimer and (6-4) photolyases but lacked photolyase activity. In light of recent evidence that blue-light photoreceptors regulate the circadian clock in mammals, we propose that dCRY is the circadian photoreceptor in this organism.",1999,"C P Selby, A Sancar, C P Selby, A Sancar"
Response of Djun and Dfos mRNA abundance to signal transduction pathways in cultured cells of Drosophila melanogaster,10532309,10.1023/a:1006906419110,"The mammalian proto-oncogenes c-jun and c-fos are situated at the end of multiple signal transduction pathways and activation of their products Jun and Fos, components of the transcription factor AP-1, are able to regulate gene transcription in response to extracellular stimuli. Djun and Dfos, the products of the Drosophila proto-oncongenes Djun and Dfos, are similar in size and sequence to their mammalian counterparts c-Jun and c-Fos and are related to their mammalian counterparts by their antigenic properties. However, very little is known about how they are regulated through signal transduction pathways. This paper has investigated the response of their mRNA abundance levels to three signal transduction pathways in Drosophila cultured cells. Various agonists and antagonists that stimulate and inhibit specific enzymes in the pathways have been tested. The results suggest that Djun and Dfos mRNA are continuously expressed and their abundance levels are transiently regulated by multiple signaling pathways, the peak response coming at 1-2 hours after perturbation. Dfos is more highly regulated than Djun which is only modulated. The receptor tyrosine kinase pathways positively regulate Dfos and Djun. The cAMP-mediated pathway positively regulates Dfos but negatively regulates Djun. The protein kinase C-activated pathway does not affect Djun whereas it negatively regulates Dfos.",1999,"X Xia, E S Goldstein, X Xia, E S Goldstein"
An exploration of the sequence of a 2.9-Mb region of the genome of Drosophila melanogaster: the Adh region,10471707,,"A contiguous sequence of nearly 3 Mb from the genome of Drosophila melanogaster has been sequenced from a series of overlapping P1 and BAC clones. This region covers 69 chromosome polytene bands on chromosome arm 2L, including the genetically well-characterized ""Adh region."" A computational analysis of the sequence predicts 218 protein-coding genes, 11 tRNAs, and 17 transposable element sequences. At least 38 of the protein-coding genes are arranged in clusters of from 2 to 6 closely related genes, suggesting extensive tandem duplication. The gene density is one protein-coding gene every 13 kb; the transposable element density is one element every 171 kb. Of 73 genes in this region identified by genetic analysis, 49 have been located on the sequence; P-element insertions have been mapped to 43 genes. Ninety-five (44%) of the known and predicted genes match a Drosophila EST, and 144 (66%) have clear similarities to proteins in other organisms. Genes known to have mutant phenotypes are more likely to be represented in cDNA libraries, and far more likely to have products similar to proteins of other organisms, than are genes with no known mutant phenotype. Over 650 chromosome aberration breakpoints map to this chromosome region, and their nonrandom distribution on the genetic map reflects variation in gene spacing on the DNA. This is the first large-scale analysis of the genome of D. melanogaster at the sequence level. In addition to the direct results obtained, this analysis has allowed us to develop and test methods that will be needed to interpret the complete sequence of the genome of this species. Before beginning a Hunt, it is wise to ask someone what you are looking for before you begin looking for it. Milne 1926",1999,"M Ashburner, S Misra, J Roote, S E Lewis, R Blazej, T Davis, C Doyle, R Galle, R George, N Harris, G Hartzell, D Harvey, L Hong, K Houston, R Hoskins, G Johnson, C Martin, A Moshrefi, M Palazzolo, M G Reese, A Spradling, G Tsang, K Wan, K Whitelaw, S Celniker, M Ashburner, S Misra, J Roote, S E Lewis, R Blazej, T Davis, C Doyle, R Galle, R George, N Harris, G Hartzell, D Harvey, L Hong, K Houston, R Hoskins, G Johnson, C Martin, A Moshrefi, M Palazzolo, M G Reese, A Spradling, G Tsang, K Wan, K Whitelaw, S Celniker"
Drosophila song as a species-specific mating signal and the behavioural importance of Kyriacou & Hall cycles in D. melanogaster song,10479381,10.1006/anbe.1999.1167,"'Species-specific' mating signals may not make a significant contribution to sexual isolation if differences between species are not matched by narrowly tuned differences in female preferences. The courtship song of the melanogaster species group of Drosophila has been studied by several researchers as a potential factor in sexual isolation, but there are few clear demonstrations that species differences are behaviourally significant. We played synthetic song with typical pulse interval parameters for D. melanogaster, D. simulans or D. sechellia to D. melanogaster or D. simulans females in the presence of mute males. Females mated most quickly when stimulated by song typical of their own species, confirming that song can influence sexual isolation between these species. This effect was greater in D. melanogaster than D. simulans, which correlates with reduced variability in mean interpulse interval within D. melanogaster. We also examined the role of 'Kyriacou & Hall cycles' (periodic cycling of mean interpulse intervals) in D. melanogaster. Contrary to some predictions, the presence of the Kyriacou & Hall cycle was more important in increasing mating speed than the increased variability of interpulse intervals that is inevitably present in song containing a cycle. The large stimulatory effect of cycles on mating speed is curious, given that the periodicity of cycles would probably be difficult for females to detect during courtship in field conditions. Copyright 1999 The Association for the Study of Animal Behaviour.",1999,"MG Ritchie, EJ Halsey, JM Gleason, MG Ritchie, EJ Halsey, JM Gleason"
Microspatial genetic differentiation for tolerance and utilization of various alcohols and acetic acid in Drosophila species from India,10761109,10.1023/a:1003815626258,"In five Indian localities, it was possible to collect D. melanogaster in two different types of habitats, namely ordinary domestic and alcohol rich ones. Tolerance and utilization capacity of several alcohols and of acetic acid were analyzed in a total of 10 local populations. Results on two other species (D. repleta and D. immigrans) were also available from one place. In each locality, the population from alcohol rich habitat proved to be more tolerant to all the investigated products and also to be more capable of using them as a resource. Alcohols toxicity increased with increasing carbon chain length and secondary alcohols were more toxic than primary ones. Utilization capacity of all products was relatively independent of their toxicity. Especially acetic acid, the toxicity of which was low and similar to that of ethanol, was always a fairly poor resource. From a genetic point of view, tolerance and utilization capacity appeared as two relatively independent traits. Natural selection, which is responsible for the genetic differentiation of local populations, is likely to act simultaneously on both traits.",1999,"D Karan, R Parkash, J R David, D Karan, R Parkash, J R David"
