In vivo interactions of RNA polymerase II with genes of Drosophila melanogaster,3018544,10.1128/mcb.5.8.2009,"We describe a method for examining the in vivo distribution of a protein on specific eucaryotic DNA sequences. In this method, proteins are cross-linked to DNA in intact cells, and the protein-DNA adducts are isolated by immunoprecipitation with antiserum against the protein. Characterization of the DNA cross-linked to the precipitated protein identifies the sequences with which the protein is associated in vivo. Here, we applied these methods to detect RNA polymerase II-DNA interactions in heat-shocked and untreated Drosophila melanogaster Schneider line 2 cells. The level of RNA polymerase II associated with several heat shock genes increased dramatically in response to heat shock, whereas the level associated with the copia genes decreased, indicating that both induction of heat shock gene expression and repression of the copia gene expression by heat shock occur at the transcriptional level. Low levels of RNA polymerase II were present on DNA outside of the transcription units, and for at least two genes, hsp83 and hsp26, RNA polymerase II initiated binding near the transcription start site. Moreover, for hsp70, the density of RNA polymerase II on sequences downstream of the polyadenylate addition site was much lower than that observed on the gene internal sequences. Examination of the amount of specific restriction fragments cross-linked to RNA polymerase II provides a means of detecting RNA polymerase II on individual members of multigene families. This analysis shows that RNA polymerase II is associated with only one of the two cytoplasmic actin genes.",1985,"D S Gilmour, J T Lis, D S Gilmour, J T Lis"
Reproductive behavior of Drosophila melanogaster and D. nigrospiracula in the field and in the laboratory,3135147,10.1037/0735-7036.102.2.169,"The reproductive behaviors of two species of fruit fly, Drosophila melanogaster and D. nigrospiracula, were compared in field and laboratory populations. A number of differences were observed in the behavior of the two species in their natural habitats. D. melanogaster, which was observed on citrus, mates at its feeding site, whereas D. nigrospiracula, which is cactiphilic, mates on a non-resource-based male territory adjacent to its feeding site. In both species large male size is important for reproductive success. However, in D. melanogaster smaller males tended to be excluded from the breeding site and were therefore not among the pool of potential mates to which females were exposed. Sex ratios were biased toward females in both species, but the high frequency of female remating in D. nigrospiracula may have provided more mating opportunities for the males of this species. Field observations differed from laboratory observations, and I discuss the importance of these differences for understanding the evolution of Drosophila mating systems.",1988,"T A Markow, T A Markow"
Genetic analysis of larval competition in Drosophila melanogaster,3147977,10.1038/hdy.1988.124,"A chromosome assay was employed to determine the genetic basis of the competitive ability of the larvae of Drosophila melanogaster when competing for a controlled amount of food. The effects of increasing stress due to intra- and inter-genotypic competition were analysed using a yield-density regression analysis producing estimates of the absolute performance at a standard reference density (e-values), the magnitude of intra-genotypic competition and the inter-genotypic competitive effect of one genotype on another. A distinction was made between the Sensitivity and the Pressure components of inter-genotypic competition. The probability of survival and mean adult weight were used as measures of competitive success. The genetic analysis revealed high levels of heterosis for the e-values and inter-genotypic pressure, with correspondingly high inter-chromosomal interactions. Inter-genotypic sensitivity was less consistently heterotic and less epistatic. All dominance was directed towards a competitively superior genotype and both major autosomes were involved in the determination of competitive ability with the greater effect residing on the third chromosome. There was evidence of early non-competitive larval mortality in one of the two sets of substitution lines investigated and the effect of this on the estimation of the genetic parameters is discussed.",1988,"J R de Miranda, P Eggleston, J R de Miranda, P Eggleston"
Expression of a Drosophila melanogaster acetylcholine receptor-related gene in the central nervous system,2832736,10.1128/mcb.8.2.778,"We isolated Drosophila melanogaster genomic sequences with nucleotide and amino acid sequence homology to subunits of vertebrate acetylcholine receptor by hybridization with a Torpedo acetylcholine receptor subunit cDNA probe. Five introns are present in the portion of the Drosophila gene encoding the unprocessed protein and are positionally conserved relative to the human acetylcholine receptor alpha-subunit gene. The Drosophila genomic clone hybridized to salivary gland polytene chromosome 3L within region 64B and was termed AChR64B. A 3-kilobase poly(A)-containing transcript complementary to the AChR64B clone was readily detectable by RNA blot hybridizations during midembryogenesis, during metamorphosis, and in newly enclosed adults. AChR64B transcripts were localized to the cellular regions of the central nervous system during embryonic, larval, pupal, and adult stages of development. During metamorphosis, a temporal relationship between the morphogenesis of the optic lobe and expression of AChR64B transcripts was observed.",1988,"S C Wadsworth, L S Rosenthal, K L Kammermeyer, M B Potter, D J Nelson, S C Wadsworth, L S Rosenthal, K L Kammermeyer, M B Potter, D J Nelson"
Acetylcholinesterase from Drosophila melanogaster. Identification of two subunits encoded by the same gene,3139459,10.1016/0014-5793(88)80507-6,Purified acetylcholinesterase from Drosophila melanogaster is composed of a 55 kDa and a 16 kDa noncovalently associated subunit. Cleavage of disulfide bonds reveals that two 55 kDa polypeptides are linked together in native dimeric AChE. Western blots with two antibodies directed against the N- and C-termini of the predicted AChE primary sequence show that the 55 and 16 kDa polypeptides originate from proteolysis of the same precursor encoded by the Ace locus.,1988,"D Fournier, J M Bride, F Karch, J B Bergé, D Fournier, J M Bride, F Karch, J B Bergé"
Variation among extracted lines of Drosophila melanogaster in triacylglycerol and carbohydrate storage,3136052,,"Whole larvae and whole adult extracts from 26 second chromosome replacement lines of Drosophila melanogaster were analyzed to determine the amounts of stored triacylglycerols and carbohydrates as well as the activities of 13 enzymes in relevant biochemical pathways. Analysis of covariance revealed significant differences among lines in stored lipids and carbohydrates, as well as in activities of most of the enzymes. Significant broad-sense genetic correlations (among adjusted line means) were detected for a number of enzyme pairs. Multiple regression techniques were applied to assess the extent to which the amounts of stored triacylglycerols and carbohydrates could be predicted from the enzyme activities. Significant regressions were found in both adults and larvae, suggesting that modulation of enzyme activities is reflected in different sizes of storage pools. The population genetic consequences of natural selection acting on a phenotype such as energy storage is considered in light of models of metabolic flux in biochemical pathways.",1988,"A G Clark, L E Keith, A G Clark, L E Keith"
A Drosophila rRNA gene located in euchromatin is active in transcription and nucleolus formation,3149250,10.1101/gad.2.12b.1745,"P-element transformants of a single rRNA gene (rDNA) were used to investigate the relationship between the organization of the nucleolus organizer (NO) and rDNA function in Drosophila melanogaster. In situ hybridization to rRNA in polytene nuclei of salivary glands demonstrated that an rRNA gene can be transcribed at a high rate when inserted into chromosomal sites other than the NO. Structures that resemble morphologically the endogenous nucleoli ('mininucleoli') were associated with four different euchromatic sites of rDNA insertion. Molecular analyses revealed that these mininucleoli contained both rRNA and an antigen specific to nucleoli. Phenotypes resulting from rDNA deficiencies were rescued partially by the presence of the transformed rDNA, indicating that the transcripts and mininucleoli associated with the rDNA insertion sites were functional. Thus, two conserved features of rDNA organization in eukaryotes, namely tandem repetition and heterochromatic localization, are not required for rRNA gene function. We conclude that 'nucleolar organizing activity' is an intrinsic property of the rDNA or its RNA products.",1988,"G H Karpen, J E Schaefer, C D Laird, G H Karpen, J E Schaefer, C D Laird"
Molecular basis for the regulation of cell fate by the lethal (2) giant larvae tumour suppressor gene of Drosophila melanogaster,2545420,10.1002/9780470513750.ch11,"Tumour suppressor genes act as recessive determinants of cancer. Their function is required for normal cell growth and differentiation during development. When both alleles of these developmental genes are inactivated, cell growth becomes unrestricted. In Drosophila, a series of genes have been identified which when mutated produce tissue-specific tumours. Of these the lethal(2)giant larvae (l(2)gl) gene is the best studied. Homozygous l(2)gl mutations cause the development of malignant tumours in the brain and the imaginal discs. Genomic DNA from the l(2)gl locus has been cloned, introduced back into l(2)gl mutant animals by P-element-mediated transformation and shown to restore normal development. The nucleotide sequence of the l(2)gl gene (13.1 kb) has been determined, as well as the sequences of the two classes of transcripts. These transcripts encode two polypeptides of 127 kDa and 78 kDa, respectively. Both proteins have been immunologically identified. Analyses of the spatial distribution of both l(2)gl transcripts and proteins revealed that during early embryogenesis the l(2)gl gene is uniformly expressed in all cells and tissues. In late embryos, the l(2)gl expression becomes gradually restricted to tissues presenting no morphological or neoplastic alteration in the mutant animals. Further mosaic experiments pointed out that the critical period for the establishment of tumorigenesis is limited to early embryogenesis at a time when the l(2)gl expression is most intense in all cells.",1989,"B M Mechler, I Török, M Schmidt, M Opper, A Kuhn, R Merz, U Protin, B M Mechler, I Török, M Schmidt, M Opper, A Kuhn, R Merz, U Protin"
Modality-specific axonal projections in the CNS of the flies Phormia and Drosophila,2512333,10.1002/cne.902900203,"There is a rich history of behavioral and physiological studies on the leg sensory systems of flies. Here we examine the anatomy of the sensory axons of two species of fly and demonstrate that the location of the axonal projections in the CNS can be correlated with the modality they encode. We studied receptors associated with proprioceptive, tactile, and multimodal hairs. Proprioceptive hairs occur in clusters, called hair plates, and are situated near joints. The neuron innervating each proprioceptive hair has a large axon and coarse arborization in the intermediate neuropil. Tactile receptors have smaller arbors, which are located in a ventral region of the thoracic neuromere. Finally, the multimodal hairs are each innervated by one tactile and four chemosensory neurons. The single tactile neuron has a central arbor that is indistinguishable from those of the tactile hairs; the four chemosensory neurons project to yet a third region of neuropil near the ventral surface of each neuromere. Thus there is a clear modality-specific segregation of axonal arbors in the CNS. This organization is identical in Phormia and Drosophila and thus apparently highly conserved within the Diptera. We presume that, as in other insect sensory systems, this anatomical specificity is linked to synaptic specificity.",1989,"R K Murphey, D Possidente, G Pollack, D J Merritt, R K Murphey, D Possidente, G Pollack, D J Merritt"
Sexual maturation in Drosophila melanogaster females and hybridization with D. simulans males: a study of inheritance modes,2494255,10.1093/oxfordjournals.jhered.a110818,The inheritance mode of Drosophila melanogaster female sexual maturation speed and hybridization with D. simulans males was measured in F1 females from crosses between isofemale lines of D. melanogaster chosen for their high or low hybridization and maturation speed values. The results suggest dominant inheritance for rapid female maturation and intermediate inheritance for hybridization. We discuss results in relation to the evolutionary role of these characters.,1989,"M C Carracedo, L García-Florez, E San Miguel, M C Carracedo, L García-Florez, E San Miguel"
Identification of a fully-functional hobo transposable element and its use for germ-line transformation of Drosophila,2540958,,"The transposable element hobo can be mobilized to induce a variety of genetic abnormalities within the germ-line of Drosophila melanogaster. Strains containing hobos have 3.0 kb elements and numerous smaller derivatives of the element. By analogy with other transposable element systems, it is likely that only the 3.0 kb elements are capable of inducing hobo mobilization. Here, we report that a cloned 3.0 kb hobo, called HFL1, is able to mediate germ-line transformation and therefore is an autonomous (fully-functional) transposable element. Germ-line transformation was observed when HFL1 and a marked hobo element were co-injected into recipient embryos devoid of endogenous hobos. Integration did not occur in the absence of the 3.0 kb element. A single copy of the marked hobo transposon inserted at each site, and the target sites were widely distributed throughout the genome. Integration occurred at (or very near) the termini of hobo, without internal rearrangement of the hobo or marker gene sequences. The hobo transformation system will allow us to determine the structural and regulatory features of hobo responsible for its mobilization and will provide novel approaches for the molecular and genetic manipulation of the Drosophila genome.",1989,"R K Blackman, M M Koehler, R Grimaila, W M Gelbart, R K Blackman, M M Koehler, R Grimaila, W M Gelbart"
The homeotic gene spalt (sal) evolved during Drosophila speciation,2568636,10.1073/pnas.86.14.5483,"The region-specific homeotic gene spalt (sal) acts in two separate domains in the head and tail region of the Drosophila melanogaster embryo. Based on comparative morphology, sal is likely to be involved in the establishment of the head during the evolution of invertebrates and thus, it should be conserved. We have analyzed the conservation of the segmentation genes Krüppel (Kr) and even-skipped (eve) in parallel with sal coding sequences in several Drosophila species that are evolutionarily separated by up to 60 million years. To our surprise, sal sequences appear to be conserved in the Sophophora subgenus of the Drosophila genus but not in the Drosophila subgenus. On the other hand, the segmentation and other homeotic genes are conserved in the Drosophila subgroup as well. Our data suggest that sal encodes an accessory function that evolved relatively late during Drosophila speciation rather than playing a fundamental evolutionary role similar to that of other homeotic genes.",1989,"D Reuter, R Schuh, H Jäckle, D Reuter, R Schuh, H Jäckle"
Insertion of a copia element 5' to the Drosophila melanogaster alcohol dehydrogenase gene (adh) is associated with altered developmental and tissue-specific patterns of expression,2470641,,"The Drosophila melanogaster alcohol dehydrogenase gene (adh) is under the control of two separate promoters (proximal and distal) which are preferentially utilized at the larval and adult life stages, respectively. A variant alcohol dehydrogenase allele (RI-42) isolated from a natural population contains a copia retroviral-like transposable element inserted 240 bp upstream from the distal (adult) adh transcriptional start site. Levels of adh transcripts in the RI-42 variant are reduced in tissues and at life stages where copia is actively expressed and are affected in trans- by mutant alleles at the suppressor-of-white-apricot (su(wa] and suppressor-of-forked (su(f] loci. These suppressor genes have no effect on adh expression in wild-type Drosophila.",1989,"D J Strand, J F McDonald, D J Strand, J F McDonald"
Effects of heat shock on protein processing and turnover in developing Drosophila wings,2495204,10.1002/dvg.1020100103,"Developmental defects called phenocopies can be induced by heating Drosophila melanogaster pupae at specific developmental stages. The induction of the defects is thought to be a result of interference with gene expression at some level (Petersen and Mitchell, Dev Biol 1987; 121:335-341, 1987). Here we look at protein turnover in developing 52-hour wings and at the effect of heat on the proteolytic processing of three proteins that normally turn over rapidly. The effect of the heat treatment itself on the turnover of each protein is different. However, all of the proteins appear to be stabilized at 25 degrees C during recovery from severe heat shocks.",1989,"N S Petersen, P Young, N S Petersen, P Young"
Molecular and genetic organization of the suppressor of sable and minute (1) 1B region in Drosophila melanogaster,2503417,,"Recessive mutations at the suppressor of sable [su(s)] locus in Drosophila melanogaster result in suppression of second site mutations caused by insertions of the mobile element 412. In order to determine whether su(s) mutations might have other phenotypes, a saturation mapping of the su(s) region was carried out. The screen yielded 76 mutations that comprise ten genetic complementation groups ordered distal to proximal as follows: l(1)1Bh, l(1)1Bi, M(1)1B, su(s), l(1)1Bk, l(1)1Ca, mul, tw, l(1)lDa and brc. Twenty-three of the mutations are su(s) alleles, and all are suppressors of the 412-insertion-caused v1 allele. Although the screen could have detected su(s) mutations causing sex-specific dominant lethality or sterility as well as all types of recessive lethality or sterility, the only other phenotype observed was male sterility that is enhanced by cold temperature. This type of sterility is exhibited only by alleles induced by base-substitution-causing mutagens. Genetic functions of the poly(A+) messages transcribed from the su(s) microregion were identified by the reintroduction of cloned sequences into embryos by P element transformation. su(s) function has been attributed to a 5-kb message. The segment of DNA encoding only this 5-kb message rescues both the suppression and cold-sensitive male sterility phenotypes of su(s). Minute (1) 1B has been provisionally identified as encoding a 3.5-kb message; lethal (1)1Bi encodes a 1-kb message; and lethal (1)1Bk encodes a 4-kb message. The possible functions of su(s) and M(1)1B are discussed.",1989,"R A Voelker, S M Huang, G B Wisely, J F Sterling, S P Bainbridge, K Hiraizumi, R A Voelker, S M Huang, G B Wisely, J F Sterling, S P Bainbridge, K Hiraizumi"
Alcohol dehydrogenase and ethanol tolerance at the cellular level in Drosophila melanogaster,2498460,10.1002/jez.1402500105,"Exposure of early third instar larvae of Drosophila melanogaster to a nonlethal dose of ethanol was detrimental to larvae lacking alcohol dehydrogenase (ADH) but beneficial to wild-type larvae in terms of surviving a later ethanol tolerance test, indicating that one of the important functions of the ADH system is to supply derivatives of ethanol to larvae that in turn promote ethanol tolerance. High intracellular concentrations of ethanol in ADH-deficient (Adhn2) larvae fed ethanol were accompanied by a decrease in the cell membrane infoldings of fat body cells, suggesting that the capacities to absorb and release molecules were reduced. Marked effects of ethanol on the endoplasmic reticulum and mitochondria of ADH-deficient larvae were also evident. The absence of similar changes in wild-type larvae that were fed moderate levels of ethanol showed that the ADH system kept the intracellular level of ethanol at a concentration low enough to avoid cell damage. A cytometric analysis of electron micrographs showed that there were ethanol-induced reductions in glycogen, lipid, and protein stores in the fat body cells of ADH-deficient larvae fed 1.25% ethanol (v/v) compared with null larvae fed an ethanol-free diet. This finding implied that the capacities to synthesize or store these compounds may be limited by high intracellular concentrations of ethanol. The cytometric analysis also revealed that the consumption of diets containing 2.5% and 4.5% ethanol by Canton-S wild-type larvae for 3 days after 4 days of feeding on an ethanol-free diet resulted in decreases in glycogen and protein deposits in fat body cells, but increased the amount of lipid deposits compared to larvae fed an ethanol-free diet. This observation, coupled with the greater weight of wild-type adults that were fed a growth-limiting concentration of ethanol compared with control adults, suggested that a metabolic defense mechanism in larvae is to convert toxic ethanol to nontoxic storage products. Dietary ethanol alone and in combination with isopropanol stimulated an increase in the size of the NAD-pool in larvae, a condition that may favor the activity of ADH. A low dietary level of isopropanol (1%) completely blocked glycogen deposition in wild-type larvae, whereas ethanol did not. Thus ethanol and isopropanol exert some different toxic effects on larval fat bodies.",1989,"B W Geer, L K Dybas, L J Shanner, B W Geer, L K Dybas, L J Shanner"
A moveable 5' splice site in adenine phosphoribosyltransferase genes of Drosophila species,2501662,10.1128/mcb.9.5.2220,"In two distantly related Drosophila species, the use of alternate 5' splice sites to process an intron in pre-mRNA from homologous adenine phosphoribosyltransferase (APRT)-encoding genes led to RNAs encoding nonfunctional peptides in addition to APRT. The production of aberrantly spliced transcripts as a normal feature of gene expression supports a general model of eucaryotic gene evolution through alternative splicing and moveable splice junctions.",1989,"D Johnson, S Henikoff, D Johnson, S Henikoff"
"Tnt1, a mobile retroviral-like transposable element of tobacco isolated by plant cell genetics",2536143,10.1038/337376a0,"Transposable elements can be identified by their ability to induce mutant alleles at new loci. The retrotransposon family is thought to transpose through an RNA intermediate and has many similarities to vertebrate proretroviruses. In plants, retrotransposons have been described in maize, Arabidopsis and wheat, and non-viral retroposons in maize. Most of these elements, however, have been found as non-mobile integrated units. Here, we report the isolation of the first tobacco (Nicotiana tabacum) transposable element, Tnt1, which seems to be the most complete mobile retrotransposon characterized in higher plants. Tnt1 has been isolated after its transposition into the nitrate reductase (NR) structural gene of tobacco, and transposition events have been detected through in vitro selection of spontaneous NR-deficient (NR-) mutant lines in cell cultures derived from tobacco mesophyll protoplasts. Tnt1 is 5,334 nucleotides long, contains two 610-base-pair-long terminal repeats and a single open reading frame of 3,984 nucleotides. Comparison of the Tnt1 open reading frame coding potential with those of the Drosophila melanogaster copia retrotransposon, yeast Ty retrotransposon, and vertebrate proretroviruses revealed that Tnt1 is closely related to copia and carries all the functions known to be required for autonomous transposition by reverse transcription.",1989,"M A Grandbastien, A Spielmann, M Caboche, M A Grandbastien, A Spielmann, M Caboche"
