FBgn0033357,Tom7,"bcdna:at23266, cg8226, cg8226-pa, cg8226-ra, dmel\cg8226, dtom7, fbgn0047336"
FBgn0011300,babo,"activin a receptor 45a, activin type i receptor, atf1, atr-1, atr-i, atr45a, atri, bab, babo, babo[+]r3.6, babo[+]r4.9, baboa, baboon, cg8224, cg8224-pa, cg8224-pb, cg8224-ra, cg8224-rb, dmel\cg8224, fbgn0004835, fbgn0015469, fbgn0021802, fbtr0004215, fbtr0004217, g protein-coupled receptor kinase 3, gprk-3, gprk3, l(2)44fd, l(2)k16912, stk-e"
FBgn0033364,CG13747,"dmcg13747, dmel\cg13747"
FBgn0033369,CG8197,dmel\cg8197
FBgn0033368,CG13743,"dmel\cg13743, q9v522"
FBgn0033367,PPO2,"cg8193, cg8193-pa, cg8193-ra, dmel\cg8193, dmeppo2, phenoloxidase a3, po45, po45-pa, po45-ra, prophenoloxidase 45, propo-a3-pa, propo-a3-ra, propo45, propo45-pa, propo45-ra, propoa(3), q9bld9"
FBgn0033366,Ance-4,"cg8196, cg8196-pa, cg8196-ra, dmel\cg8196"
FBgn0033365,CG8170,"cg8170-ra, dmel\cg8170, sp54"
FBgn0033363,CG13744,"c-sp67, dmel\cg13744, sp67"
FBgn0033362,CG8172,"a8dy74, c-sp32, dmel\cg8172, sp32"
FBgn0033359,CG8213,"a1z7m1, c-sp44, dmel\cg8213, sp44"
FBgn0033358,CG8216,"apis-itg-like, dmel\cg8216"
FBgn0033356,CG8229,"dmel\cg8229, fbgn0064765, uspl1l"
FBgn0027607,CG8230,"bcdna:gh02536, dmel\cg8230"
FBgn0033354,FANCI,"cg13745, cg13745-pa, cg13745-ra, dmel\cg13745, fanci"
FBgn0033351,CG8235,dmel\cg8235
FBgn0033348,Spt,"a1z7k5, cg8247, cg8247-pb, cg8247-rb, dmel\cg8247, spt"
FBgn0033347,CG8248,dmel\cg8248
FBgn0003074,Pgi,"a4uz93, cg8251, cg8251-pa, cg8251-pb, cg8251-pc, cg8251-ra, cg8251-rb, cg8251-rc, dmel\cg8251, glucose phosphate isomerase, gpi, pgi, phosphoglucoisomerase, phosphoglucose isomerase, q0e9f0, q27868, q27870, q9v4z8"
FBgn0033344,CG8252,dmel\cg8252
FBgn0033341,MrgBP,"cg13746, cg13746-pa, cg13746-ra, dmel\cg13746, dmrgb, dmrgbp"
FBgn0027513,ana2,"ana-2, ana2, anastral spindle phenotype 2, bcdna:ld22033, cg8262, cg8262-pa, cg8262-ra, dmel\cg8262"
FBgn0033337,CG8272,"ct8327, dmel\cg8272, fbxl9"
FBgn0053199,CG33199,"dmel\cg33199, fbgn0064765"
FBgn0033303,Cyp6a15Psi,"6a15p, cg14753, cr14753, cyp6a15p"
FBgn0033304,Cyp6a13,"6a13, cg2397, cg2397-pa, cg2397-ra, cyp6a13, cytochrome p450, dmel\cg2397"
FBgn0033307,CG14752,"c9qnw4, dmel\cg14752"
FBgn0033313,Cirl,"anon-wo0170980.7, anon-wo0170980.8, b7yzt6, bcdna:gh07331, cg8639, cirl, dcirl, dmel\cg8639, fbgn0046507, fbgn0046515, fbgn0047319, q6gkz7, q8t3i8"
FBgn0022027,Vps25,"cg14750, cg14750-pa, cg14750-ra, dmel\cg14750, dvps25, escrt-i, escrt-ii, fbgn0033314, l(2)44db, l(2)44db-pa, l(2)44db-ra, l(2)k08904, lethal (2) 44db, vesicle protein sorting 25, vps25"
FBgn0033316,CG14749,"dmel\cg14749, gle1"
FBgn0050354,CG30354,"dmel\cg30354, fbgn0045437, nest:bs01g03, ubiquinol-cytochrome c reductase 11 kda protein"
FBgn0011906,tRNA:L2:44EF,"ae002787.trna30-leucag, chr2r.trna12-leucag, cr30292, fbgn0050292, fbgn0060154, trna:l:cag:ae002787, trna:leu2:44ef, trna[leu], trna[leu][[2]]"
FBgn0001285,Jon44E,"cg8579, cg8579-pa, cg8579-ra, dmel\cg8579, fbgn0033319, jon43e, jonah 43e, sp100"
FBgn0033321,CG8738,"c-sph121, dmel\cg8738, sph121"
FBgn0033323,CG12376,"a1z7i0, anon-wo0140519.77, dmel\cg12376, fbgn0044550"
FBgn0043576,PGRP-SC1a,"b5rj78, cg14746, cg14746-pa, cg14746-ra, cg8577, ct8705, dmel\cg14746, dmel\cg8577, fbgn0033325, peptidoglycan-recognition protein-sc1a precursor, pgrp sc, pgrp-sc, pgrp-sc1, pgrp-sc1a, pgrp-sc1b, picky, q70pu9, q70pv0, q95sq9, sc1b"
FBgn0033327,PGRP-SC1b,"b5rj78, cg14746, cg8577, cg8577-pa, cg8577-ra, ct8705, dmel\cg14746, dmel\cg8577, peptidoglycan-recognition protein-sc1b precursor, pgrp sc, pgrp-sc, pgrp-sc1, pgrp-sc1a, pgrp-sc1b, picky, q70pu9, q70pv0, q95sq9, sc1b"
FBgn0043575,PGRP-SC2,"cg14745, cg14745 pgrp, cg14745-pa, cg14745-ra, dmel\cg14745, fbgn0033328, peptidoglycan recognition protein sc2, peptidoglycan-recognition protein-sc2 precursor, pgrp-sc, q70pt2, q70pt3, q70pt5, q70pt6"
FBgn0005695,gcl,"cg8411, cg8411-pa, dmel\cg8411, fbgn0004886, gcl, gcl-1, germ cell less, germ-cell-less, q9v4x5"
FBgn0027585,CG8740,"bcdna:gh05582, dmel\cg8740"
FBgn0033330,CG8746,dmel\cg8746
FBgn0050356,CG30356,dmel\cg30356
FBgn0040777,CG14767,"cg8575, dmcg14767, dmel\cg14767, fbgn0033329"
FBgn0050357,CG30357,"bcdna:at27059, dmel\cg30357, fbgn0064997"
FBgn0033326,CG14743,dmel\cg14743
FBgn0033324,CG14744,dmel\cg14744
FBgn0033322,CG8584,"best:lp01468, dmel\cg8584, fbgn0045780"
FBgn0033320,CG8586,"c-sph58, dmel\cg8586, sph58"
FBgn0050355,CG30355,"bcdna:at24812, dmel\cg30355, fbgn0046008, fbgn0046010, fbgn0046073, fbgn0046086, fbgn0046093, fbgn0047333, nest:bs04f07, nest:bs06e10, nest:bs10b08, nest:bs23a07, nest:bs23e07"
FBgn0033317,CG8635,dmel\cg8635
FBgn0033315,beta3GalTII,"cg8734, cg8734-pa, cg8734-ra, dbeta3galtii, dmel\cg8734, galactosyltransferase ii, galtii"
FBgn0033312,CG8642,"aaf59068, dmel\cg8642, fbpp0087808, fibrinogen-related protein"
FBgn0033309,CG8735,"dmel\cg8735, lunapark"
FBgn0033308,CG8736,"a1z7g3, bcdna:rh08259, dmel\cg8736, fbgn0062966"
FBgn0033302,Cyp6a14,"6a14, cg8687, cr8687, cr8687-rc, cytochrome p450, dmel\cg8687, dmel_cr8687"
FBgn0033301,CG12780,"dmel\cg12780, gnbp-like"
FBgn0033283,CG11635,dmel\cg11635
FBgn0033287,CG8701,"anon-wo0140519.78, dmel\cg8701, fbgn0044549"
FBgn0028836,CSN7,"cg2038, cg2038-pa, cg2038-ra, ch7, cop9 complex homolog subunit 7, csn7, csn7b, csn7b-ra, dch7, dmel\cg2038, drosophila cop9 signalosome homolog 7, fbgn0033291, q6nla1"
FBgn0002534,Lcp3,"3, cg2043, cg2043-pa, cp3, cuticle p. iii, dmel\cg2043, dmellcp3, dmlcp3, gene iii, iii, l[[3]]cp3, lcp-3, lcp3, lcpiii, q53xf1, q9v4t1"
FBgn0002535,Lcp4,"4, cg2044, cg2044-pa, cuticle p. iv, d0iqd9, dmel\cg2044, dmellcp4, gene iv, iv, l[[3]]cp4, lcp-4, lcp4, q9v4t2"
FBgn0014469,Cyp4e2,"4e2, cg2060, cg2060-pa, cyp4e2, cyt-p450-4e2, cytochrome p450, dmel\cg2060, p-450, p450, q24130, q24291, q9v4t4"
FBgn0015034,Cyp4e1,"4e1, cg2062, cg2062-pa, cg2062-ra, cyp4e1, dmel\cg2062, fbgn0033293, p-450, p450"
FBgn0002569,Mal-A2,"cg8694, cg8694-pa, d, dmel\cg8694, drome_a2, hdl cuticle gene cluster, larval visceral protein d, lvpd, lvpd-pa, lvpd-ra, mal_a2, maltase, q9v4t7"
FBgn0033294,Mal-A4,"cg8693, cg8693-pa, cg8693-ra, dmel\cg8693, drome_a4, mal_a4"
FBgn0050359,Mal-A5,"bcdna:gh18222, cg30359, cg30359-pa, cg30359-pb, cg30359-ra, cg30359-rb, cg8689, dmel\cg30359, drome_a5, fbgn0033295, mal_a5"
FBgn0050360,Mal-A6,"cg30360, cg30360-pc, cg30360-rc, cg8689, dmel\cg30360, drome_a6, fbgn0033295, mal_a6"
FBgn0033297,Mal-A8,"cg8690, cg8690-pa, cg8690-ra, ct6532, dmel\cg8690, drome_a8, mal_a8"
FBgn0050361,mtt,"anon-wo0170980.4, anon-wo0170980.5, cg18447, cg30361, cg8692, dmel\cg30361, dmglubr, dmglurb, dmx receptor, dmxr, fbgn0020430, fbgn0033298, fbgn0033299, fbgn0046529, fbgn0046537, glu-rb, glurb, mxr, mxr-pc, mxr-pd, mxr-pe, mxr-pf, mxr-rc, mxr-rd, mxr-re, mxr-rf"
FBgn0033296,Mal-A7,"cg11669, cg11669-pa, cg11669-ra, ct36683, dmel\cg11669, drome_a7, mal_a7"
FBgn0002571,Mal-A3,"cg8695, cg8695-pa, dmel\cg8695, drome_a3, gene v, hdl cuticle gene cluster, l, larval visceral protein l, lvpl, lvpl-pa, lvpl-ra, mal_a3, maltase, q9v4t8, v"
FBgn0002570,Mal-A1,"cg8696, cg8696-pa, dmel\cg8696, drome_a1, gene v, h, hdl cuticle gene cluster, larval visceral protein h, lvph, lvph-pa, lvph-ra, mal_a1, maltase, maltase h precursor, q9v4t6, v"
FBgn0033292,Cyp4ad1,"4ad1, best:ld02646, cg2110, cg2110-pa, cg2110-ra, cyp4-related, cytochrome p450, dmel\cg2110, fbgn0040498"
FBgn0002533,Lcp2,"2, c0hbt8, cg8697, cg8697-pa, cp2, cuticle p. ii, dmel\cg8697, dmellcp2, gene ii, ii, l[[3]]cp2, lcp-2, lcp2, q9v4t0"
FBgn0011812,Lcp1Psi,"cg30367, cr30367, fbgn0050367, lcppsi, psi1, psigene i, psii, psilcp"
FBgn0002531,Lcp1,"1, cg11650, cg11650-pa, cp1, cuticle p. i, dmel\cg11650, dmellcp1, dmlcp1, gene i, i, l[[3]]cp1, lcp-1, lcp1, q24290, q9v4s9"
FBgn0033289,CG2121,"cg8698, dmel\cg2121, fbgn0033290"
FBgn0033286,CG2127,"anon-wo0140519.25, bs19a07.y1, dmel\cg2127, fbgn0044619, fbgn0045245, nest:bs19a07, q9v4s3"
FBgn0050362,boly,"borrelly, cg2149, cg30362, cg30362-pa, cg30362-ra, dmel\cg30362, fbgn0033284, fbgn0063902, nest:bs34d07"
FBgn0050363,cola,"cg2149, cg30363, cg30363-pa, cg30363-ra, comas sola, dmel\cg30363, fbgn0033284"
FBgn0050366,swif,"cg2149, cg30366, cg30366-pa, cg30366-pb, cg30366-ra, cg30366-rb, dmel\cg30366, fbgn0033284, swift-tuttle"
FBgn0050364,hubl,"anon-wo0140519.168, cg2149, cg30364, cg30364-pa, cg30364-ra, dmel\cg30364, fbgn0033284, fbgn0044710, hug-bell"
FBgn0050365,spaw,"bcdna:at04457, cg2149, cg30365, cg30365-pa, cg30365-ra, dmel\cg30365, fbgn0033284, fbgn0065025, spacewatch"
FBgn0028563,sut1,"cg8714, cg8714-pa, cg8714-ra, dmel\cg8714"
FBgn0028562,sut2,"cg17975, cg17975-pa, cg17975-ra, dmel\cg17975, fbgn0033255, q9v361"
FBgn0028561,sut3,"cg17976, cg17976-pa, cg17976-ra, dmel\cg17976, fbgn0033256"
FBgn0033257,CG8713,"anon-wo0109301.39, anon-wo0109301.40, anon-wo0109301.41, anon-wo0109301.42, anon-wo0109301.43, anon-wo0109301.44, anon-wo0109301.45, anon-wo0109301.46, anon-wo0109301.5, dmel\cg8713, fbgn0043918, fbgn0043922, fbgn0043923, fbgn0043924, fbgn0043925, fbgn0043926, fbgn0043927, fbgn0043928, fbgn0043929"
FBgn0033259,CG11210,"ct31310, dmel\cg11210"
FBgn0033261,udd,"cg18316, cg18316-pa, cg18316-ra, dmel\cg18316, udd, under-developed"
FBgn0033264,Nup50,"cg2158, cg2158-pa, cg2158-ra, dmel\cg2158, nuclear pore protein 50, nucleoporin 50, nup, nup50"
FBgn0033266,Socs44A,"cg2160, cg2160-pa, cg2160-ra, dmel\cg2160, dmsocs44a, socs, socs42a, socs44a, socs44e, suppressor of cytokine signaling at 44a, suppressor of cytokine signaling at 44e"
FBgn0005648,Pabp2,"a1z7b1, cg2163, cg2163-pa, cg2163-pb, cg2163-ra, cg2163-rb, dmel\cg2163, dpabii, fbtr0003183, fbtr0005793, nuclear poly(a)-binding protein, pabp2, pabp2[+]r1.8, pabpn1, poly-a binding protein 2, polya-binding protein ii, q27926, q7jq60, rox2, rox2[+]r1.8"
FBgn0050297,tRNA:CR30297,"ae002787.trna29-ileaat, chr2r.trna11-ileaat, cr30297, cr30297-ra, fbgn0060200, trna:i:aat:ae002787-b"
FBgn0021995,Rs1,"153844_at, bcdna:gm05306, cg2173, cg2173-pa, cg2173-ra, dmel\cg2173, dmrh21, drs1, fbgn0028477, l(2)k09514"
FBgn0033273,Gasz,"best:ld05795, cg2183, cg2183-pa, cg2183-ra, dmel\cg2183, fbgn0046275, gasz"
FBgn0011659,Mlh1,"cg11482, cg11482-pa, dmel\cg11482, dmlh-1, dmlh1"
FBgn0053087,LRP1,"cg30368, cg33087, cg8706, ct9297, dm cg33087, dmel\cg33087, fbgn0033276, fbgn0050368, ldl receptor protein, ldl-receptor-related protein, ldl-receptor-related protein 1, ldlr, ldlr-like, lrp1"
FBgn0013726,pnut,"anon-est:liang-2.18, cg8705, cg8705-pa, cg8705-pb, cg8705-rb, clone 2.18, dmel\cg8705, e(sina)44c, e(sina)8, enhancer of seven in absentia 8, fbgn0010304, fbgn0010515, l(2)02502, peanut, pnut, q0e9f5, q9v385, septin, septin 3, septin[pnut], unnamed"
FBgn0033277,CG14760,"dmel\cg14760, sp120"
FBgn0050369,CG30369,"dmel\cg30369, fbgn0045386, nest:bs06h11"
FBgn0033278,CG14759,dmel\cg14759
FBgn0050371,CG30371,"cg2280, dmel\cg30371, fbgn0033281, sp80"
FBgn0050375,CG30375,"cg2280, cg2280-ra, dmel\cg30375, fbgn0033281, sp80"
FBgn0050376,CG30376,"bcdna:at30260, dmel\cg30376, fbgn0061438"
FBgn0033280,CG12126,"bcdna:at16918, dmel\cg12126, fbgn0065006"
FBgn0033279,CG2291,"bcdna:at16234, dmel\cg2291, fbgn0063327"
FBgn0010109,dpn,"44c, anon-est:fe1b12, anon-fast-evolving-1b12, bhlhe50, cg8704, cg8704-pa, cg8704-ra, deadpan, dmel\cg8704, dpn, dpn[+]r2.3, fbgn0025271, fbtr0002604, fbtr0002605, q9v384, unnamed"
FBgn0033275,CG14756,dmel\cg14756
FBgn0033274,CG14757,"146793_at, dmel\cg14757"
FBgn0050373,CG30373,"bcdna:rh67738, dmel\cg30373, fbgn0064787"
FBgn0033272,RagC-D,"cg8707, cg8707-pa, cg8707-ra, dmel\cg8707, dragc, gtr2, ragc, ragc-pa, ragc-ra"
FBgn0033271,CG8708,"anon-wo0140519.114, anon-wo0144478.10, dc1galt2, dmel\cg8708, fbgn0044522, fbgn0044769"
FBgn0050374,CR30374,cg30374
FBgn0010504,kermit,"best:ld04728, cg11546, cg11546-pa, cg11546-pb, cg11546-pc, cg11546-pd, cg11546-ra, cg11546-rb, cg11546-rc, cg11546-rd, dgipc, dkermit, dmel\cg11546, fbgn0026587, fbgn0033270, kermit, l(2)02045, l(2)02045-pa, l(2)02045-pb, l(2)02045-pc, l(2)02045-pd, l(2)02045-ra, l(2)02045-rb, l(2)02045-rc, l(2)02045-rd, ld04728, lethal (2) 02045"
FBgn0033268,Obp44a,"44a, anon-est:parkest107, bs11e05.y1, cg2297, cg2297-pa, cg2297-ra, dmel\cg2297, dmelobp44a, fbgn0026297, odorant-binding protein 44a"
FBgn0033260,Cul4,"cg8711, cg8711-pa, cg8711-ra, cul-4, cul-4-pa, cul-4-pb, cul-4-ra, cul-4-rb, cul4, cullin 4, cullin-4, cullin4, dcul4, dmcul-4, dmel\cg8711"
FBgn0033258,CG8712,dmel\cg8712
FBgn0025469,slv,"cg8717, cg8717-pa, dmel\cg8717, fbgn0025735, o96879, saliva"
FBgn0021814,Vps28,"cg12770, cg12770-pa, cg12770-ra, dmel\cg12770, dmvps28, dvps28, escrt-i, escrt-ii, fbgn0033254, l(2)k16503, vps28"
FBgn0040778,CG17977,dmel\cg17977
FBgn0033252,CG12769,dmel\cg12769
FBgn0033221,CG12825,"a1z747, dmcg12825, dmel\cg12825"
FBgn0033222,CG12824,dmel\cg12824
FBgn0002891,mus205,"154926_at, aaf59191, cg1925, cg1925-pa, cg1925-ra, dhrev3, dmel\cg1925, dmpolzeta, dmrev3, fbgn0033223, mus 205, mus(2)205, mus-205, mus205, q9v319, rev3"
FBgn0003317,sax,"bkr43e, brk43e, cg1891, cg1891-pa, cg1891-pb, cg1891-ra, cg1891-rb, dmel\cg1891, sa, sax, saxophone, stk-b"
FBgn0033226,CG1882,"abhydrolase 1, dmel\cg1882"
FBgn0003082,phr,"anon-ov1, anonov1, anonymous ovarian cdna 1, c2phr, cg11205, cg11205-pa, cg11205-pb, cg11205-ra, cg11205-rb, cpd photolyase, dm cpd, dmel\cg11205, dna photolyase, fbgn0011299, fbgn0014003, phl, photolyase"
FBgn0033229,CG12822,"cg12822-pa, dmel\cg12822"
FBgn0040780,Atg10,"autophagy-specific gene 10, cg12821, cg12821-pb, cg12821-pd, cg12821-rb, cg12821-rd, dmel\cg12821"
FBgn0050377,CG30377,"cg14595, cg14595-ra, cg1918, dmel\cg30377, fbgn0033231, fbgn0040779"
FBgn0015509,Cul1,"a4uz78, cg1877, cg1877-pa, cg1877-pb, cg1877-pc, cg1877-pd, cg1877-ra, cg1877-rb, cg1877-rc, cg1877-rd, cul-1, cul1, cul1[ex], cullin, cullin 1, cullin-1, cullin1, dcul-1, dcul1, dcullin, dcullin1, dmcul1, dmel\cg1877, fbgn0020308, fbgn0022252, l(2)02074, l(2)k01207, lin 19, lin-19, lin-19-like, lin-19/cul-1, lin19, lin19-like, lin19-pa, lin19-pb, lin19-pc, lin19-pd, lin19-ra, lin19-rb, lin19-rc, lin19-rd, q0e9g0, q9v312"
FBgn0033234,CG8791,"anon-wo0140519.99, dmel\cg8791, fbgn0044526, q9v334"
FBgn0026722,drosha,"cg8730, cg8730-pa, dmel\cg8730, drosha"
FBgn0050379,CG30379,dmel\cg30379
FBgn0033238,CG11165,"bcdna:at10229, bcdna:at23738, dmel\cg11165, fbgn0047348, fbgn0064999"
FBgn0050378,CG30378,"dmel\cg30378, fbgn0045369, nest:bs08d04"
FBgn0033240,CG2906,dmel\cg2906
FBgn0027548,nito,"bcdna:gh11110, cg2910, cg2910-pa, cg2910-pb, cg2910-ra, cg2910-rb, dm44a/spenito, dmel\cg2910, dmssp, dott, nito, one twenty two, spen-like protein, spenito, sslp"
FBgn0027054,CSN4,"cg8725, cg8725-pa, ch4, cop9 complex homolog subunit 4, cop9 signalosome subunit 4, cops4, csn4, dch4, dmel\cg8725, drosophila cop9 signalosome homolog 4, fbgn0022061, l(2)k08018, q9xyw5"
FBgn0033247,Nup44A,"cg8722, cg8722-pa, cg8722-pb, cg8722-pc, cg8722-ra, cg8722-rb, cg8722-rc, dmel\cg8722, fbgn 33247, nucleoporin 44a, nucleoporin-44a, nup44a, nup44a/seh1, seh1"
FBgn0013307,Odc1,"cg8721, cg8721-pa, dmel\cg8721, dodc1, fbgn0002984, odc-1, ornithine decarboxylase, ornithine decarboxylase-1, q9v352"
FBgn0013308,Odc2,"cg8719, cg8719-pa, dmel\cg8719, dodc2, fbgn0002984, q9v353"
FBgn0033249,CG11191,dmel\cg11191
FBgn0027788,Hey,"bhlhe44, cg11194, cg11194-pa, cg11194-ra, d-hey, dhey, dmel\cg11194, fbgn0027789, hairy and enhancer of split related protein, hairy and enhancer of split related-1, hairy/e(spl), hairy/e(spl) related with yrpw motif, hairy/e(spl)-related, hesr-1, hey, q058s4"
FBgn0033248,Dic3,"cg11196, cg11196-pa, cg11196-ra, dic3p, dmel\cg11196"
FBgn0033246,ACC,"a1z784_drome, aceto-acetyl-coa-thiolase, acetyl coa carboxylase, acetyl coenzyme a carboxylase, acetyl-coa carboxylase, acetyl-coenzyme a carboxylase, acot, cg11198, cg11198-pa, cg11198-pb, cg11198-pc, cg11198-ra, cg11198-rb, cg11198-rc, cg8723, cg8723-ra, dacc, dmacc, dmel\cg11198, fbgn0033245, fbgn0043811"
FBgn0033244,CG8726,dmel\cg8726
FBgn0033243,CG14763,dmel\cg14763
FBgn0026361,Sep5,"cg2916, cg2916-pa, cg2916-pb, cg2916-ra, cg2916-rb, dmel\cg2916, fbgn0033242, sep, sep5, septin, septin 5, septin-5"
FBgn0033241,CG2915,dmel\cg2915
FBgn0033236,CG14764,"cg2923, dmel\cg14764, fbgn0033239"
FBgn0050380,CG30380,dmel\cg30380
FBgn0033235,CG8728,"dmel\cg8728, q8sxn2"
FBgn0023171,rnh1,"74/9, cg8729, cg8729-pa, cg8729-pb, cg8729-rb, dmel\cg8729, fbgn0020291, fbgn0022077, fbgn0024594, l(2)43f1-5, l(2)43fa, l(2)k07409, l(2)k07624, rnase h1, rnaseh1, rnh1, rnhl"
FBgn0050381,CG30381,dmel\cg30381
FBgn0033233,Kdm4A,"cg15835, cg15835-pa, cg15835-ra, djmjd2(1), dkdm4a, dmel\cg15835"
FBgn0026393,Or43b,"25a.1/43, 43b, an7, cg17853, cg17853-pa, cg17853-ra, dmel\cg17853, dor25a.1, dor81, olfactory receptor 25a.1, or25a.1, or43b, q9u6y0, q9v332"
FBgn0033232,CG12159,dmel\cg12159
FBgn0050382,CG30382,"18495, 30382, alpha-1, alpha-subunit of 20s proteasome, alpha1, cg18495, dmel\cg18495, dmel\cg30382, l(2)sh2 2342, l(2)sh2342, prosalpha1, prosalpha1r, prosalpha6, proteasome alpha1 subunit-related, psa6_drome, q0e9g1, q9v324"
FBgn0029093,cathD,"cath, cathd, cathepsin d, cathepsin-d, cg1548, cg1548-pa, cg1548-ra, ct3996, ctsd, dmel\cg1548, fbgn0033227, t17"
FBgn0033225,CG1550,dmel\cg1550
FBgn0033224,Nop17l,"c7la99, cg1553, cg1553-pa, cg1553-pb, cg1553-pc, cg1553-ra, cg1553-rb, cg1553-rc, dmel\cg1553, e2qc75, nop17 like, q8t8q3"
FBgn0033187,CG2144,dmel\cg2144
FBgn0033190,CG2137,"146747_at, alpha-gpo, dmel\cg2137, fbgn0001129, gpo, gpo-3"
FBgn0033192,Corin,"cg2105, cg2105-pb, cg2105-rb, dcorin, dmel\cg2105, sp75"
FBgn0033194,Vps13,"best:ld02743, cg2093, cg2093-pa, cg2093-ra, dmel\cg2093, fbgn0046277"
FBgn0050491,CG30491,"cg17986, cg2074, dmel\cg30491, fbgn0033200, fbgn0033201"
FBgn0050495,CG30495,"cg17986, dmel\cg30495, fbgn0033201"
FBgn0033203,CG2070,"dmel\cg2070, q9v4q1"
FBgn0033204,CG2065,dmel\cg2065
FBgn0033205,CG2064,"bcdna:sd07613, dmel\cg2064, fbgn0046213"
FBgn0033209,CG12107,dmel\cg12107
FBgn0050493,CG30493,"cg1952, dmel\cg30493, q8t8r0"
FBgn0050496,CG30496,"anon-wo0118547.218, bcdna:re73310, cg1952, dmel\cg30496, fbgn0062163, fbgn0064856"
FBgn0033214,CG1941,dmel\cg1941
FBgn0033215,CG1942,dmel\cg1942
FBgn0033216,CG1946,dmel\cg1946
FBgn0015614,CanB2,"calcineurin b2, calcineurin suppressor%2c chromosome 2%2c group 1, canb2, cg11217, cg11217-pa, cg11217-ra, cs2-1, dcnb2, dmel\cg11217, fbgn0033220, q9v315"
FBgn0000337,cn,"cg1555, dmel\cn, kmo"
